name,lat,lon,url,instagram_url,x_url
東広島市立美術館,34.436405084488186,132.74161534570334,https://hhmoa.jp/
平山郁夫美術館,34.30801192142102,133.09035193539933,https://hirayama-museum.or.jp/

ひろしま美術館,34.398882078262005,132.45811239812184,https://www.hiroshima-museum.jp/
広島県立美術館,34.39995710817596,132.4663035134652,https://www.hpam.jp/museum/
広島市現代美術館,34.38632901409776,132.4731314827778,https://www.hiroshima-moca.jp/

下瀬美術館,34.240458769872355,132.22646244287304,https://simose-museum.jp/

尾道市立美術館,34.410077096088855,133.19578029809125,https://www.onomichi-museum.jp/

三原市芸術文化センター ポポロ,34.40095720669124,133.06808778459813,https://mihara-caf.jp/

今治市村上海賊ミュージアム,34.16910587979492,133.08772609966573,https://www.city.imabari.ehime.jp/museum/suigun/
