name,lat,lon,url,instagram_url,x_url
御手洗,34.1794563731671,132.86772596426394,https://www.city.kure.lg.jp/soshiki/67/m000200.html,,
竹原,34.3469894421527, 132.91025575251717,https://www.takeharakankou.jp/feature/machinami/top,,
音戸の瀬戸,34.19058710098586, 132.53173725688805,,,
室尾,34.100131294119194,132.5438253776007,,,
吹屋,34.8616534688009,133.46979850403545,https://www.okayama-kanko.jp/okatabi/418/page,,
